Unique Key;Created Date;Agency Name;Complaint Type;Incident Address;Status;Borough;Latitude;Longitude
61811774;2024-07-15 21:19:36;HPD;PLUMBING;23-01 42 ROAD;Closed;QUEENS;40.75043042472849;-73.9420545760926
61811771;2024-07-15 14:45:52;HPD;UNSANITARY CONDITION;315 EAST  102 STREET;Closed;MANHATTAN;40.787833852003956;-73.9437662377238
61811769;2024-07-15 10:26:56;HPD;WATER LEAK;326 THROOP AVENUE;Closed;BROOKLYN;40.69324658689844;-73.94299497716253
61811779;2024-07-15 11:13:44;HPD;UNSANITARY CONDITION;440 JACKSON AVENUE;Closed;BRONX;40.810308314568466;-73.91011190899562
61811784;2024-07-15 20:01:53;HPD;UNSANITARY CONDITION;2961 WEST   30 STREET;Closed;BROOKLYN;40.57367299637156;-73.99611599792371
61811780;2024-07-15 19:10:05;HPD;UNSANITARY CONDITION;709 FAIRMOUNT PLACE;Closed;BRONX;40.84417324510356;-73.89166951222118
61811792;2024-07-15 14:57:41;HPD;UNSANITARY CONDITION;1599 BERGEN STREET;Closed;BROOKLYN;40.67501409061753;-73.92994206705205
61811785;2024-07-15 10:26:56;HPD;UNSANITARY CONDITION;326 THROOP AVENUE;Closed;BROOKLYN;40.69324658689844;-73.94299497716253
61811787;2024-07-15 09:24:33;HPD;UNSANITARY CONDITION;388 7 AVENUE;Closed;BROOKLYN;40.66522707526787;-73.98298281584651
61811798;2024-07-15 10:59:15;HPD;GENERAL;561 WEST  186 STREET;Closed;MANHATTAN;40.85204765529435;-73.93068096637785
61811795;2024-07-15 19:10:05;HPD;UNSANITARY CONDITION;709 FAIRMOUNT PLACE;Closed;BRONX;40.84417324510356;-73.89166951222118
61811802;2024-07-15 09:56:58;HPD;UNSANITARY CONDITION;505 EAST  178 STREET;Closed;BRONX;40.8479899040378;-73.89630428649004
61811813;2024-07-15 18:32:18;HPD;UNSANITARY CONDITION;643 PORT RICHMOND AVENUE;Closed;STATEN ISLAND;40.62739681846531;-74.14224230826122
61811816;2024-07-15 18:32:18;HPD;WATER LEAK;643 PORT RICHMOND AVENUE;Closed;STATEN ISLAND;40.62739681846531;-74.14224230826122
61811811;2024-07-15 14:14:54;HPD;WATER LEAK;2788 BRAGG STREET;Closed;BROOKLYN;40.585678672720164;-73.93328323598129
61811815;2024-07-15 14:01:49;HPD;WATER LEAK;2053 MC GRAW AVENUE;Closed;BRONX;40.835570737544415;-73.85600804024854
61811825;2024-07-15 11:58:00;HPD;WATER LEAK;1566 EASTERN PARKWAY EXTENSION;Closed;BROOKLYN;40.6709728992122;-73.9163018265456
61811820;2024-07-15 13:32:24;HPD;UNSANITARY CONDITION;1019 VAN SICLEN AVENUE;Closed;BROOKLYN;40.65503989714099;-73.88232145462146
61811827;2024-07-15 11:57:55;HPD;WATER LEAK;115 HAMILTON PLACE;Closed;MANHATTAN;40.823723777310185;-73.94948444266237
61811826;2024-07-15 20:42:15;HPD;WATER LEAK;2936 BAINBRIDGE AVENUE;Closed;BRONX;40.8703569920698;-73.88524877065406
61811839;2024-07-15 13:40:12;HPD;GENERAL;3435 OLINVILLE AVENUE;Closed;BRONX;40.876437389391874;-73.86810916351783
